tiempo,origin,timestamp,class,details
2024-02-29 18:36:41.895154,NodoTest001,746320,received,1709242601772
2024-02-29 18:36:42.086019,NodoTest001,746334,received,1709242601871
2024-02-29 18:36:42.106028,NodoTest001,746526,received,1709242601972
2024-02-29 18:36:42.295280,NodoTest001,746546,received,1709242602071
2024-02-29 18:36:42.301280,NodoTest001,746683,keepAlive,
2024-02-29 18:36:42.309034,NodoTest001,746730,received,1709242602172
2024-02-29 18:36:42.317040,NodoTest001,746743,received,1709242602271
2024-02-29 18:36:42.508755,NodoTest001,746936,received,1709242602372
2024-02-29 18:36:42.701063,NodoTest001,746948,received,1709242602472
2024-02-29 18:36:42.714052,NodoTest001,747141,received,1709242602571
2024-02-29 18:36:42.905258,NodoTest001,747154,received,1709242602671
2024-02-29 18:36:42.961560,NodoTest001,747346,received,1709242602772
2024-02-29 18:36:42.970254,NodoTest001,747358,received,1709242602871
2024-02-29 18:36:43.007526,NodoTest001,747434,received,1709242602972
2024-02-29 18:36:43.121426,NodoTest001,747549,received,1709242603071
2024-02-29 18:36:43.314237,NodoTest001,747683,keepAlive,
2024-02-29 18:36:43.328215,NodoTest001,747755,received,1709242603171
2024-02-29 18:36:43.519636,NodoTest001,747768,received,1709242603272
2024-02-29 18:36:43.724316,NodoTest001,747961,received,1709242603371
2024-02-29 18:36:43.732584,NodoTest001,747974,received,1709242603471
2024-02-29 18:36:43.798027,NodoTest001,748165,received,1709242603572
2024-02-29 18:36:43.806373,NodoTest001,748178,received,1709242603672
2024-02-29 18:36:43.895588,NodoTest001,748236,received,1709242603771
2024-02-29 18:36:43.961183,NodoTest001,748335,received,1709242603872
2024-02-29 18:36:44.006980,NodoTest001,748434,received,1709242603971
2024-02-29 18:36:44.107728,NodoTest001,748534,received,1709242604072
2024-02-29 18:36:44.210347,NodoTest001,748635,received,1709242604171
2024-02-29 18:36:44.293829,NodoTest001,748683,keepAlive,
2024-02-29 18:36:44.545545,NodoTest001,748735,received,1709242604272
2024-02-29 18:36:44.595679,NodoTest001,748984,received,1709242604371
2024-02-29 18:36:44.603121,NodoTest001,748997,received,1709242604472
2024-02-29 18:36:44.747471,NodoTest001,749035,received,1709242604571
2024-02-29 18:36:44.795536,NodoTest001,749188,received,1709242604672
2024-02-29 18:36:44.953652,NodoTest001,749234,received,1709242604771
2024-02-29 18:36:44.966760,NodoTest001,749393,received,1709242604872
2024-02-29 18:36:45.009025,NodoTest001,749434,received,1709242604971
2024-02-29 18:36:45.169609,NodoTest001,749596,received,1709242605072
2024-02-29 18:36:45.206715,NodoTest001,749634,received,1709242605171
2024-02-29 18:36:45.243587,NodoTest001,749683,keepAlive,
2024-02-29 18:36:45.308995,NodoTest001,749734,received,1709242605271
2024-02-29 18:36:45.580733,NodoTest001,750008,received,1709242605372
2024-02-29 18:36:45.596238,NodoTest001,750021,received,1709242605472
2024-02-29 18:36:45.771786,NodoTest001,750035,received,1709242605571
2024-02-29 18:36:45.794556,NodoTest001,750212,received,1709242605672
2024-02-29 18:36:45.979140,NodoTest001,750235,received,1709242605771
2024-02-29 18:36:45.995646,NodoTest001,750418,received,1709242605872
2024-02-29 18:36:46.009088,NodoTest001,750435,received,1709242605971
2024-02-29 18:36:46.195862,NodoTest001,750621,received,1709242606071
2024-02-29 18:36:46.213935,NodoTest001,750637,received,1709242606172
2024-02-29 18:36:46.385241,NodoTest001,750683,keepAlive,
2024-02-29 18:36:46.401391,NodoTest001,750827,received,1709242606271
2024-02-29 18:36:46.594748,NodoTest001,750840,received,1709242606371
2024-02-29 18:36:46.795941,NodoTest001,751032,received,1709242606472
2024-02-29 18:36:46.804282,NodoTest001,751044,received,1709242606571
2024-02-29 18:36:47.000961,NodoTest001,751238,received,1709242606672
2024-02-29 18:36:47.009110,NodoTest001,751250,received,1709242606771
2024-02-29 18:36:47.016697,NodoTest001,751441,received,1709242606871
2024-02-29 18:36:47.204925,NodoTest001,751454,received,1709242606972
2024-02-29 18:36:47.218934,NodoTest001,751646,received,1709242607071
2024-02-29 18:36:47.411257,NodoTest001,751659,received,1709242607172
2024-02-29 18:36:47.416258,NodoTest001,751683,keepAlive,
2024-02-29 18:36:47.467281,NodoTest001,751852,received,1709242607272
2024-02-29 18:36:47.474306,NodoTest001,751864,received,1709242607371
2024-02-29 18:36:47.507331,NodoTest001,751934,received,1709242607472
2024-02-29 18:36:47.628275,NodoTest001,752055,received,1709242607571
2024-02-29 18:36:47.833768,NodoTest001,752261,received,1709242607672
2024-02-29 18:36:47.847461,NodoTest001,752274,received,1709242607771
2024-02-29 18:36:47.906696,NodoTest001,752334,received,1709242607871
2024-02-29 18:36:48.010291,NodoTest001,752437,received,1709242607972
2024-02-29 18:36:48.107008,NodoTest001,752534,received,1709242608071
2024-02-29 18:36:48.207550,NodoTest001,752635,received,1709242608172
2024-02-29 18:36:48.242915,NodoTest001,752683,keepAlive,
2024-02-29 18:36:48.308696,NodoTest001,752734,received,1709242608271
2024-02-29 18:36:48.407198,NodoTest001,752834,received,1709242608372
2024-02-29 18:36:48.507821,NodoTest001,752935,received,1709242608471
2024-02-29 18:36:48.608476,NodoTest001,753034,received,1709242608571
2024-02-29 18:36:48.709341,NodoTest001,753136,received,1709242608672
2024-02-29 18:36:48.806599,NodoTest001,753234,received,1709242608771
2024-02-29 18:36:49.063819,NodoTest001,753491,received,1709242608872
2024-02-29 18:36:49.095354,NodoTest001,753504,received,1709242608972
2024-02-29 18:36:49.254871,NodoTest001,753535,received,1709242609071
2024-02-29 18:36:49.260874,NodoTest001,753683,keepAlive,
2024-02-29 18:36:49.295306,NodoTest001,753694,received,1709242609172
2024-02-29 18:36:49.460142,NodoTest001,753735,received,1709242609271
2024-02-29 18:36:49.472744,NodoTest001,753900,received,1709242609372
2024-02-29 18:36:49.507548,NodoTest001,753934,received,1709242609471
2024-02-29 18:36:49.675895,NodoTest001,754103,received,1709242609572
2024-02-29 18:36:49.708378,NodoTest001,754134,received,1709242609671
2024-02-29 18:36:49.880676,NodoTest001,754307,received,1709242609772
2024-02-29 18:36:49.907112,NodoTest001,754334,received,1709242609871
2024-02-29 18:36:50.087300,NodoTest001,754513,received,1709242609971
2024-02-29 18:36:50.119034,NodoTest001,754546,received,1709242610071
2024-02-29 18:36:50.274663,NodoTest001,754683,keepAlive,
2024-02-29 18:36:50.297599,NodoTest001,754717,received,1709242610172
2024-02-29 18:36:50.484300,NodoTest001,754735,received,1709242610271
2024-02-29 18:36:50.497814,NodoTest001,754924,received,1709242610372
2024-02-29 18:36:50.510099,NodoTest001,754937,received,1709242610471
2024-02-29 18:36:50.698816,NodoTest001,755127,received,1709242610572
2024-02-29 18:36:50.723667,NodoTest001,755140,received,1709242610671
2024-02-29 18:36:50.905001,NodoTest001,755331,received,1709242610772
2024-02-29 18:36:51.096292,NodoTest001,755344,received,1709242610872
2024-02-29 18:36:51.302155,NodoTest001,755539,received,1709242610971
2024-02-29 18:36:51.310156,NodoTest001,755551,received,1709242611072
2024-02-29 18:36:51.315667,NodoTest001,755683,keepAlive,
2024-02-29 18:36:51.507866,NodoTest001,755743,received,1709242611171
2024-02-29 18:36:51.515423,NodoTest001,755755,received,1709242611272
2024-02-29 18:36:51.523378,NodoTest001,755948,received,1709242611371
2024-02-29 18:36:51.711096,NodoTest001,755961,received,1709242611472
2024-02-29 18:36:51.725096,NodoTest001,756152,received,1709242611571
2024-02-29 18:36:51.915510,NodoTest001,756165,received,1709242611672
2024-02-29 18:36:51.976047,NodoTest001,756357,received,1709242611771
2024-02-29 18:36:51.983560,NodoTest001,756369,received,1709242611872
2024-02-29 18:36:52.008956,NodoTest001,756435,received,1709242611972
2024-02-29 18:36:52.133387,NodoTest001,756561,received,1709242612071
2024-02-29 18:36:52.323616,NodoTest001,756683,keepAlive,
2024-02-29 18:36:52.395222,NodoTest001,756768,received,1709242612172
2024-02-29 18:36:52.402537,NodoTest001,756780,received,1709242612272
2024-02-29 18:36:52.410619,NodoTest001,756835,received,1709242612371
2024-02-29 18:36:52.509399,NodoTest001,756937,received,1709242612472
2024-02-29 18:36:52.607284,NodoTest001,757034,received,1709242612571
2024-02-29 18:36:52.707436,NodoTest001,757135,received,1709242612672
2024-02-29 18:36:52.806705,NodoTest001,757234,received,1709242612771
2024-02-29 18:36:52.907723,NodoTest001,757335,received,1709242612872
2024-02-29 18:36:53.007796,NodoTest001,757434,received,1709242612971
2024-02-29 18:36:53.108546,NodoTest001,757535,received,1709242613072
2024-02-29 18:36:53.349212,NodoTest001,757683,keepAlive,
2024-02-29 18:36:53.396567,NodoTest001,757791,received,1709242613172
2024-02-29 18:36:53.404065,NodoTest001,757803,received,1709242613271
2024-02-29 18:36:53.411756,NodoTest001,757837,received,1709242613372
2024-02-29 18:36:53.566480,NodoTest001,757994,received,1709242613471
2024-02-29 18:36:53.608592,NodoTest001,758036,received,1709242613572
2024-02-29 18:36:53.770368,NodoTest001,758198,received,1709242613671
2024-02-29 18:36:53.807381,NodoTest001,758235,received,1709242613771
2024-02-29 18:36:53.976107,NodoTest001,758403,received,1709242613872
2024-02-29 18:36:54.007154,NodoTest001,758434,received,1709242613971
2024-02-29 18:36:54.180440,NodoTest001,758609,received,1709242614072
2024-02-29 18:36:54.208306,NodoTest001,758634,received,1709242614171
2024-02-29 18:36:54.242754,NodoTest001,758683,keepAlive,
